40,30
0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
0,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0
1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0
1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,3,3,3,3,3,1
1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,0,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1
1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,7,7,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1
1,1,1,1,1,1,1,1,3,3,3,3,3,3,7,7,7,7,7,7,3,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1
1,1,1,1,1,1,1,3,3,3,3,3,3,7,7,1,1,1,1,7,7,3,3,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1
1,1,1,1,1,1,1,3,3,3,3,3,7,7,1,1,1,1,1,4,7,7,7,3,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1
1,1,1,1,1,1,1,1,3,3,3,3,7,7,1,1,1,1,1,1,1,1,7,7,3,3,1,1,1,1,1,1,3,3,3,3,3,3,3,1
1,1,1,1,1,1,1,1,1,3,3,3,7,7,1,1,1,1,1,1,1,1,7,7,3,3,3,1,1,1,1,1,1,1,3,3,3,3,3,1
1,1,1,1,1,1,7,6,6,6,3,7,7,1,1,1,1,1,1,1,1,1,1,7,7,3,3,3,1,1,1,1,1,1,1,1,3,3,3,1
1,1,1,1,1,7,6,6,6,6,7,7,1,1,1,1,1,1,1,1,1,1,1,1,7,7,3,3,1,1,1,1,1,1,1,1,1,3,3,1
1,1,1,1,7,6,1,1,6,6,6,7,7,1,1,1,1,1,1,1,1,1,1,1,1,7,7,3,3,1,1,1,1,1,1,1,1,1,1,1
1,1,1,7,7,6,1,1,1,6,6,6,7,7,1,1,1,1,1,1,1,1,1,1,1,7,7,3,3,3,1,1,1,1,1,1,1,1,1,1
1,1,1,7,6,6,1,1,1,1,6,6,6,7,7,1,1,1,1,1,1,1,1,1,1,1,7,7,3,3,1,1,1,1,1,1,1,1,1,1
1,1,1,7,7,6,6,1,1,1,1,6,6,6,7,7,1,1,0,1,1,1,1,1,1,1,1,7,3,3,1,1,1,1,1,1,1,1,1,1
1,1,6,6,7,7,6,1,1,1,1,1,6,6,6,7,7,0,0,0,1,1,1,1,1,1,1,7,7,3,3,1,1,1,1,1,1,1,1,1
1,1,1,6,6,7,6,6,1,1,1,1,1,6,6,6,0,0,0,0,0,1,1,1,1,1,1,1,7,3,3,1,1,1,1,1,1,1,1,1
1,1,1,1,6,7,7,6,1,1,1,1,1,6,6,6,0,0,0,0,0,0,1,1,1,1,1,1,7,3,3,1,1,1,1,1,1,1,1,1
1,1,1,1,6,6,7,6,1,1,1,1,6,6,6,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,6,6,6,1,1,1,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,1,1,1,1,1,1,1,1,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,1,1,1,1,1,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
